col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,label
1,-0.624769885114521,1,-0.5185084254643613,47.866647757421205,-0.006460327446835001,0.7576624773270672,0.40308199363878994,-1.7497941202036147,-1.6793387542462788,0
1,0.5813854385697733,0,1.463511274208959,94.0884266619537,-3.888160741396448,0.011485707285499287,-1.5121213441645698,1.6452338157761381,-6.200031421627995,0
1,-0.3413204369694347,0,-2.6710651331241673,-70.73944375026136,-2.1095705134829603,0.12722235847618155,1.9949899211867752,1.0259703361164718,2.633239490019696,1
0,0.2492051550988477,0,-0.37705851204173646,66.07644841448217,-0.1834827823850781,-0.35576487611330965,0.7057434496247459,-1.82301862425071,0.536544274563855,0
0,-0.5873561211573385,0,0.8267714162732527,91.64054801567896,-2.586064715026297,-1.3447443510948391,-0.7789910539471978,0.7245522436774235,-0.5616281296175066,2
0,-0.10636907418358896,0,0.4379076602549222,99.38972088875957,-2.4944784113999807,-0.9289206480426278,-1.442969423343354,0.7946019317150103,-0.6842790317590327,2
0,-0.2481261760549357,0,1.183612769310254,-8.544979184647836,0.4709518429476274,-1.6338216651256068,0.7807600154572167,-0.5707602958811251,2.9902847076578705,1
0,-0.12281831867773153,0,-3.9624955242071875,95.29055707948963,1.0732260687598414,2.3233255358442424,-0.3343909850082094,-1.5068257348776388,0.6858334095372981,0
0,0.5614426774052556,0,-1.2726002575018869,62.15253366547337,1.1848853067974354,0.5270354382237529,-0.3474019171756497,-1.0337775088766934,1.5686907704341329,0
0,0.30361093182356,0,-0.8461106107506983,17.04418614991299,2.3077569569564345,0.7872518429733639,-1.2401073765325987,0.7867777970816798,2.308247522598992,1
1,1.39006448557996,0,1.1504526224324643,-53.40398463250999,1.0546254478420076,0.1444810958845565,-1.8557169345031317,-0.7018245717682458,0.8426408109990072,2
1,-0.01065328914796511,1,0.022914796115335978,86.74524192082842,-0.47698952990899324,0.37312522446564445,1.6187736649177853,0.7402511892143752,-3.2385637463244907,0
1,-0.8492206818656903,0,1.4039320280401582,6.6835770463167705,1.0601461921263895,-0.7267175250569651,0.2244929032240135,-0.4519950195424741,0.7583324882687603,1
1,0.14735034977687514,0,0.009508322361324373,94.79993495868564,-0.6369841455671059,0.2981434348671976,-0.11205923045350685,1.3130073757481167,-2.2926933766983133,0
0,-1.199803119987586,0,1.2302544271655722,64.84877253708368,-1.8798269230668843,-1.2663774809104937,-0.9528877580390709,0.4130124808029941,-0.3376594547554984,2
0,0.03268253114916658,0,-1.9369321913145998,32.321356934337274,0.8351688358810629,2.0157176210573255,-2.4879393147677513,-0.00015204920602668624,-0.0525200963228682,0
1,0.35540979228695957,0,2.4655909177421487,-23.653248684413832,1.5648194581763262,-0.2865232783054989,-2.2917923479328386,-0.12667554935538528,0.047014574108741804,2
0,-1.1912198043247688,0,0.9293264031482723,-11.0861202775231,0.8083128913176841,-2.666637554075281,2.1933471100666493,-1.2611883293082609,5.810639404249123,1
0,-0.040848652454754185,0,1.3583914368954286,-41.3165064532366,-0.3251494812953979,-1.3854607742035996,-1.554638998375737,-0.22387321581752334,3.069664828920455,1
1,-0.7463400081865648,0,-1.28194738191138,60.694478081359904,-2.835453422925773,1.396883902879102,-0.9762531735241824,-0.4445596286426011,-4.125168830257541,0
