col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,label
1.5013658549393967,-13.182553359482132,0.9902721710803238,-1.435601312678592,0.08462722163753854,-0.14422506968095034,0,-1.3004666305038513,0,0.637039394330798,-0.3816443565282961,23.755074318431024,-0.47393956537732684,16.684640852311496
0.8653216942503013,-14.182553359482132,0.13860911740862022,-0.9993612121414747,-0.9486323625620913,-0.6214861447760405,0,-0.4689403715663609,1,-0.6635807692852846,-0.6693622772934592,-47.46441395111478,-0.8391940290220179,-104.75105617823826
-0.03665888929271712,-13.182553359482132,-0.22511833474473786,-0.9847105967390798,-0.4343280220650085,-0.1204278358776558,0,0.5709543858767291,0,1.8856407904395427,-0.3304465252665675,2.7694185066917862,-0.8708726208827045,46.087650054520225
-0.3164009486030677,-13.182553359482132,-1.4269469467903755,1.3549614950793882,-0.4381686334643369,-1.6472208046532217,1,-0.0032487443740132744,0,-1.3967304842883848,0.3716376865590485,37.310943585873915,-0.002542402400310059,74.02791415098378
2.654182142996265,-14.182553359482132,2.9910846958072073,1.4162097839446144,-1.5513073009110403,-0.48497424236265585,1,1.5796024616438211,0,1.2863616097502637,0.01090876501955108,-35.99070510938304,-0.19232740639681678,35.5892249982992
-1.546993394155306,-14.182553359482132,-1.602908414823029,-2.4487149331299043,-0.5712597707552285,0.8682592829462515,0,-0.9108031001011122,0,2.238803193801445,-1.1172653314103105,29.915943397255507,-1.0002010660895324,70.05880095919584
0.9997389632470617,-14.182553359482132,0.12550579253853364,-1.592780894209972,0.16736216004177287,0.20222586382187865,0,-2.120356716134029,1,-0.5359848951464296,1.415327123428409,-14.108172031844349,0.39004238452973805,-100.58911269364006
-0.33253262751810925,-13.182553359482132,-0.7242280033275814,0.12758918221650065,-0.528044183358591,0.8194209068785049,1,1.6444077131361825,0,0.8492866662295177,-1.7090557431991387,35.95443172843738,0.5701564969753978,243.50770434022408
2.3082848279554704,-13.182553359482132,0.027603804378775406,-0.7966920734084492,0.13306552663184973,0.6369273542434161,0,-0.8595075931291343,0,-0.19423870445425515,-1.672703409867434,22.880779172567703,-2.4201461806892928,-46.860081710923865
0.6928493265994369,-14.182553359482132,0.18938943194040067,0.7302196089965486,-0.43775938870726744,-0.3795616524599837,1,-0.08731691278877818,0,-0.025161916843078877,-1.4256456201355812,-32.277927116901,-0.8192903367066559,35.278752423002864
